,Architecture,BogoMIPS,Byte Order,CPU MHz,CPU Platform,CPU family,CPU max MHz,CPU min MHz,CPU op-mode(s),CPU(s),CloudProvider,Core(s) per socket,Current Speed,Flags,Hypervisor vendor,InstanceCategory,InstanceType,L1d cache,L1i cache,L2 cache,L3 cache,Max Speed,Model,Model name,NUMA node(s),NUMA node0 CPU(s),NUMA node1 CPU(s),NUMA node10 CPU(s),NUMA node11 CPU(s),NUMA node2 CPU(s),NUMA node3 CPU(s),NUMA node4 CPU(s),NUMA node5 CPU(s),NUMA node6 CPU(s),NUMA node7 CPU(s),NUMA node8 CPU(s),NUMA node9 CPU(s),On-line CPU(s) list,Socket(s),Stepping,Thread(s) per core,Vendor ID,Virtualization,Virtualization type
237,x86_64,4600.03,Little Endian,2300.131,,6,,,"32-bit, 64-bit",16,AWS,8,2300 MHz,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ht syscall nx pdpe1gb rdtscp lm constant_tsc rep_good nopl xtopology cpuid tsc_known_freq pni pclmulqdq ssse3 fma cx16 pcid sse4_1 sse4_2 x2apic movbe popcnt tsc_deadline_timer aes xsave avx f16c rdrand hypervisor lahf_lm abm cpuid_fault invpcid_single pti fsgsbase bmi1 avx2 smep bmi2 erms invpcid xsaveopt,Xen,m4,m4.4xlarge,32K,32K,256K,46080K,2300 MHz,79,Intel(R) Xeon(R) CPU E5-2686 v4 @ 2.30GHz,1,0-15,,,,,,,,,,,,0-15,1,1,2,GenuineIntel,,full
238,x86_64,4600.17,Little Endian,2300.034,,6,,,"32-bit, 64-bit",2,AWS,1,2300 MHz,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ht syscall nx pdpe1gb rdtscp lm constant_tsc rep_good nopl xtopology cpuid tsc_known_freq pni pclmulqdq ssse3 fma cx16 pcid sse4_1 sse4_2 x2apic movbe popcnt tsc_deadline_timer aes xsave avx f16c rdrand hypervisor lahf_lm abm cpuid_fault invpcid_single pti fsgsbase bmi1 avx2 smep bmi2 erms invpcid xsaveopt,Xen,m4,m4.large,32K,32K,256K,46080K,2300 MHz,79,Intel(R) Xeon(R) CPU E5-2686 v4 @ 2.30GHz,1,"0,1",,,,,,,,,,,,"0,1",1,1,2,GenuineIntel,,full
239,x86_64,4600.14,Little Endian,2299.829,,6,,,"32-bit, 64-bit",4,AWS,2,2300 MHz,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ht syscall nx pdpe1gb rdtscp lm constant_tsc rep_good nopl xtopology cpuid tsc_known_freq pni pclmulqdq ssse3 fma cx16 pcid sse4_1 sse4_2 x2apic movbe popcnt tsc_deadline_timer aes xsave avx f16c rdrand hypervisor lahf_lm abm cpuid_fault invpcid_single pti fsgsbase bmi1 avx2 smep bmi2 erms invpcid xsaveopt,Xen,m4,m4.xlarge,32K,32K,256K,46080K,2300 MHz,79,Intel(R) Xeon(R) CPU E5-2686 v4 @ 2.30GHz,1,0-3,,,,,,,,,,,,0-3,1,1,2,GenuineIntel,,full
240,x86_64,4999.99,Little Endian,2255.760,,6,,,"32-bit, 64-bit",48,AWS,24,2500 MHz,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ss ht syscall nx pdpe1gb rdtscp lm constant_tsc arch_perfmon rep_good nopl xtopology nonstop_tsc cpuid aperfmperf tsc_known_freq pni pclmulqdq monitor ssse3 fma cx16 pcid sse4_1 sse4_2 x2apic movbe popcnt tsc_deadline_timer aes xsave avx f16c rdrand hypervisor lahf_lm abm 3dnowprefetch invpcid_single pti fsgsbase tsc_adjust bmi1 avx2 smep bmi2 erms invpcid mpx avx512f avx512dq rdseed adx smap clflushopt clwb avx512cd avx512bw avx512vl xsaveopt xsavec xgetbv1 xsaves ida arat pku ospke,KVM,m5,m5.12xlarge,32K,32K,1024K,36608K,3500 MHz,85,Intel(R) Xeon(R) Platinum 8259CL CPU @ 2.50GHz,1,0-47,,,,,,,,,,,,0-47,1,7,2,GenuineIntel,,full
241,x86_64,4999.99,Little Endian,3129.761,,6,,,"32-bit, 64-bit",64,AWS,16,2500 MHz,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ss ht syscall nx pdpe1gb rdtscp lm constant_tsc rep_good nopl xtopology nonstop_tsc cpuid aperfmperf tsc_known_freq pni pclmulqdq ssse3 fma cx16 pcid sse4_1 sse4_2 x2apic movbe popcnt tsc_deadline_timer aes xsave avx f16c rdrand hypervisor lahf_lm abm 3dnowprefetch invpcid_single pti fsgsbase tsc_adjust bmi1 hle avx2 smep bmi2 erms invpcid rtm mpx avx512f avx512dq rdseed adx smap clflushopt clwb avx512cd avx512bw avx512vl xsaveopt xsavec xgetbv1 xsaves ida arat pku ospke,KVM,m5,m5.16xlarge,32K,32K,1024K,33792K,3500 MHz,85,Intel(R) Xeon(R) Platinum 8175M CPU @ 2.50GHz,2,"0-15,32-47","16-31,48-63",,,,,,,,,,,0-63,2,4,2,GenuineIntel,,full
242,x86_64,4999.99,Little Endian,1296.856,,6,,,"32-bit, 64-bit",96,AWS,24,2500 MHz,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ss ht syscall nx pdpe1gb rdtscp lm constant_tsc arch_perfmon rep_good nopl xtopology nonstop_tsc cpuid aperfmperf tsc_known_freq pni pclmulqdq monitor ssse3 fma cx16 pcid sse4_1 sse4_2 x2apic movbe popcnt tsc_deadline_timer aes xsave avx f16c rdrand hypervisor lahf_lm abm 3dnowprefetch invpcid_single pti fsgsbase tsc_adjust bmi1 hle avx2 smep bmi2 erms invpcid rtm mpx avx512f avx512dq rdseed adx smap clflushopt clwb avx512cd avx512bw avx512vl xsaveopt xsavec xgetbv1 xsaves ida arat pku ospke,KVM,m5,m5.24xlarge,32K,32K,1024K,33792K,3500 MHz,85,Intel(R) Xeon(R) Platinum 8175M CPU @ 2.50GHz,2,"0-23,48-71","24-47,72-95",,,,,,,,,,,0-95,2,4,2,GenuineIntel,,full
243,x86_64,4999.98,Little Endian,3100.436,,6,,,"32-bit, 64-bit",8,AWS,4,2500 MHz,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ss ht syscall nx pdpe1gb rdtscp lm constant_tsc rep_good nopl xtopology nonstop_tsc cpuid aperfmperf tsc_known_freq pni pclmulqdq ssse3 fma cx16 pcid sse4_1 sse4_2 x2apic movbe popcnt tsc_deadline_timer aes xsave avx f16c rdrand hypervisor lahf_lm abm 3dnowprefetch invpcid_single pti fsgsbase tsc_adjust bmi1 avx2 smep bmi2 erms invpcid mpx avx512f avx512dq rdseed adx smap clflushopt clwb avx512cd avx512bw avx512vl xsaveopt xsavec xgetbv1 xsaves ida arat pku ospke,KVM,m5,m5.2xlarge,32K,32K,1024K,36608K,3500 MHz,85,Intel(R) Xeon(R) Platinum 8259CL CPU @ 2.50GHz,1,0-7,,,,,,,,,,,,0-7,1,7,2,GenuineIntel,,full
244,x86_64,4999.99,Little Endian,3099.875,,6,,,"32-bit, 64-bit",16,AWS,8,2500 MHz,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ss ht syscall nx pdpe1gb rdtscp lm constant_tsc rep_good nopl xtopology nonstop_tsc cpuid aperfmperf tsc_known_freq pni pclmulqdq ssse3 fma cx16 pcid sse4_1 sse4_2 x2apic movbe popcnt tsc_deadline_timer aes xsave avx f16c rdrand hypervisor lahf_lm abm 3dnowprefetch invpcid_single pti fsgsbase tsc_adjust bmi1 avx2 smep bmi2 erms invpcid mpx avx512f avx512dq rdseed adx smap clflushopt clwb avx512cd avx512bw avx512vl xsaveopt xsavec xgetbv1 xsaves ida arat pku ospke,KVM,m5,m5.4xlarge,32K,32K,1024K,36608K,3500 MHz,85,Intel(R) Xeon(R) Platinum 8259CL CPU @ 2.50GHz,1,0-15,,,,,,,,,,,,0-15,1,7,2,GenuineIntel,,full
245,x86_64,4999.98,Little Endian,3100.038,,6,,,"32-bit, 64-bit",32,AWS,16,2500 MHz,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ss ht syscall nx pdpe1gb rdtscp lm constant_tsc rep_good nopl xtopology nonstop_tsc cpuid aperfmperf tsc_known_freq pni pclmulqdq ssse3 fma cx16 pcid sse4_1 sse4_2 x2apic movbe popcnt tsc_deadline_timer aes xsave avx f16c rdrand hypervisor lahf_lm abm 3dnowprefetch invpcid_single pti fsgsbase tsc_adjust bmi1 hle avx2 smep bmi2 erms invpcid rtm mpx avx512f avx512dq rdseed adx smap clflushopt clwb avx512cd avx512bw avx512vl xsaveopt xsavec xgetbv1 xsaves ida arat pku ospke,KVM,m5,m5.8xlarge,32K,32K,1024K,33792K,3500 MHz,85,Intel(R) Xeon(R) Platinum 8175M CPU @ 2.50GHz,1,0-31,,,,,,,,,,,,0-31,1,4,2,GenuineIntel,,full
246,x86_64,4999.99,Little Endian,3112.125,,6,,,"32-bit, 64-bit",2,AWS,1,2500 MHz,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ss ht syscall nx pdpe1gb rdtscp lm constant_tsc rep_good nopl xtopology nonstop_tsc cpuid aperfmperf tsc_known_freq pni pclmulqdq ssse3 fma cx16 pcid sse4_1 sse4_2 x2apic movbe popcnt tsc_deadline_timer aes xsave avx f16c rdrand hypervisor lahf_lm abm 3dnowprefetch invpcid_single pti fsgsbase tsc_adjust bmi1 hle avx2 smep bmi2 erms invpcid rtm mpx avx512f avx512dq rdseed adx smap clflushopt clwb avx512cd avx512bw avx512vl xsaveopt xsavec xgetbv1 xsaves ida arat pku ospke,KVM,m5,m5.large,32K,32K,1024K,33792K,3500 MHz,85,Intel(R) Xeon(R) Platinum 8175M CPU @ 2.50GHz,1,"0,1",,,,,,,,,,,,"0,1",1,4,2,GenuineIntel,,full
247,x86_64,5000.00,Little Endian,1948.592,,6,3500.0000,1200.0000,"32-bit, 64-bit",96,AWS,24,2500 MHz,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush dts acpi mmx fxsr sse sse2 ss ht tm pbe syscall nx pdpe1gb rdtscp lm constant_tsc art arch_perfmon pebs bts rep_good nopl xtopology nonstop_tsc cpuid aperfmperf pni pclmulqdq dtes64 monitor ds_cpl vmx smx est tm2 ssse3 sdbg fma cx16 xtpr pdcm pcid dca sse4_1 sse4_2 x2apic movbe popcnt tsc_deadline_timer aes xsave avx f16c rdrand lahf_lm abm 3dnowprefetch cpuid_fault epb cat_l3 cdp_l3 invpcid_single pti intel_ppin ssbd mba ibrs ibpb stibp tpr_shadow vnmi flexpriority ept vpid ept_ad fsgsbase tsc_adjust bmi1 hle avx2 smep bmi2 erms invpcid rtm cqm mpx rdt_a avx512f avx512dq rdseed adx smap clflushopt clwb intel_pt avx512cd avx512bw avx512vl xsaveopt xsavec xgetbv1 xsaves cqm_llc cqm_occup_llc cqm_mbm_total cqm_mbm_local dtherm ida arat pln pts hwp hwp_act_window hwp_epp hwp_pkg_req pku ospke md_clear flush_l1d arch_capabilities,,m5,m5.metal,32K,32K,1024K,33792K,4000 MHz,85,Intel(R) Xeon(R) Platinum 8175M CPU @ 2.50GHz,2,"0-23,48-71","24-47,72-95",,,,,,,,,,,0-95,2,4,2,GenuineIntel,VT-x,
248,x86_64,4999.99,Little Endian,3200.064,,6,,,"32-bit, 64-bit",4,AWS,2,2500 MHz,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ss ht syscall nx pdpe1gb rdtscp lm constant_tsc rep_good nopl xtopology nonstop_tsc cpuid aperfmperf tsc_known_freq pni pclmulqdq ssse3 fma cx16 pcid sse4_1 sse4_2 x2apic movbe popcnt tsc_deadline_timer aes xsave avx f16c rdrand hypervisor lahf_lm abm 3dnowprefetch invpcid_single pti fsgsbase tsc_adjust bmi1 avx2 smep bmi2 erms invpcid mpx avx512f avx512dq rdseed adx smap clflushopt clwb avx512cd avx512bw avx512vl xsaveopt xsavec xgetbv1 xsaves ida arat pku ospke,KVM,m5,m5.xlarge,32K,32K,1024K,36608K,3500 MHz,85,Intel(R) Xeon(R) Platinum 8259CL CPU @ 2.50GHz,1,0-3,,,,,,,,,,,,0-3,1,7,2,GenuineIntel,,full
249,x86_64,4399.98,Little Endian,2544.873,,23,,,"32-bit, 64-bit",48,AWS,24,2200 MHz,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ht syscall nx mmxext fxsr_opt pdpe1gb rdtscp lm constant_tsc rep_good nopl nonstop_tsc cpuid extd_apicid amd_dcm aperfmperf tsc_known_freq pni pclmulqdq ssse3 fma cx16 sse4_1 sse4_2 movbe popcnt aes xsave avx f16c rdrand hypervisor lahf_lm cmp_legacy cr8_legacy abm sse4a misalignsse 3dnowprefetch topoext perfctr_core vmmcall fsgsbase bmi1 avx2 smep bmi2 rdseed adx smap clflushopt sha_ni xsaveopt xsavec xgetbv1 clzero xsaveerptr arat npt nrip_save,KVM,m5a,m5a.12xlarge,32K,64K,512K,8192K,3000 MHz,1,AMD EPYC 7571,3,"0-7,24-31","8-15,32-39",,,"16-23,40-47",,,,,,,,0-47,1,2,2,AuthenticAMD,,full
250,x86_64,4399.98,Little Endian,2539.400,,23,,,"32-bit, 64-bit",64,AWS,32,2200 MHz,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ht syscall nx mmxext fxsr_opt pdpe1gb rdtscp lm constant_tsc rep_good nopl nonstop_tsc cpuid extd_apicid amd_dcm aperfmperf tsc_known_freq pni pclmulqdq ssse3 fma cx16 sse4_1 sse4_2 movbe popcnt aes xsave avx f16c rdrand hypervisor lahf_lm cmp_legacy cr8_legacy abm sse4a misalignsse 3dnowprefetch topoext perfctr_core vmmcall fsgsbase bmi1 avx2 smep bmi2 rdseed adx smap clflushopt sha_ni xsaveopt xsavec xgetbv1 clzero xsaveerptr arat npt nrip_save,KVM,m5a,m5a.16xlarge,32K,64K,512K,8192K,3000 MHz,1,AMD EPYC 7571,4,"0-7,32-39","8-15,40-47",,,"16-23,48-55","24-31,56-63",,,,,,,0-63,1,2,2,AuthenticAMD,,full
251,x86_64,4399.98,Little Endian,2548.476,,23,,,"32-bit, 64-bit",96,AWS,24,2200 MHz,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ht syscall nx mmxext fxsr_opt pdpe1gb rdtscp lm constant_tsc rep_good nopl nonstop_tsc cpuid extd_apicid amd_dcm aperfmperf tsc_known_freq pni pclmulqdq ssse3 fma cx16 sse4_1 sse4_2 movbe popcnt aes xsave avx f16c rdrand hypervisor lahf_lm cmp_legacy cr8_legacy abm sse4a misalignsse 3dnowprefetch topoext perfctr_core vmmcall fsgsbase bmi1 avx2 smep bmi2 rdseed adx smap clflushopt sha_ni xsaveopt xsavec xgetbv1 clzero xsaveerptr arat npt nrip_save,KVM,m5a,m5a.24xlarge,32K,64K,512K,8192K,3000 MHz,1,AMD EPYC 7571,6,"0-7,48-55","8-15,56-63",,,"16-23,64-71","24-31,72-79","32-39,80-87","40-47,88-95",,,,,0-95,2,2,2,AuthenticAMD,,full
252,x86_64,4399.30,Little Endian,2542.275,,23,,,"32-bit, 64-bit",8,AWS,4,2200 MHz,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ht syscall nx mmxext fxsr_opt pdpe1gb rdtscp lm constant_tsc rep_good nopl nonstop_tsc cpuid extd_apicid aperfmperf tsc_known_freq pni pclmulqdq ssse3 fma cx16 sse4_1 sse4_2 movbe popcnt aes xsave avx f16c rdrand hypervisor lahf_lm cmp_legacy cr8_legacy abm sse4a misalignsse 3dnowprefetch topoext perfctr_core vmmcall fsgsbase bmi1 avx2 smep bmi2 rdseed adx smap clflushopt sha_ni xsaveopt xsavec xgetbv1 clzero xsaveerptr arat npt nrip_save,KVM,m5a,m5a.2xlarge,32K,64K,512K,8192K,3000 MHz,1,AMD EPYC 7571,1,0-7,,,,,,,,,,,,0-7,1,2,2,AuthenticAMD,,full
253,x86_64,4399.93,Little Endian,2549.529,,23,,,"32-bit, 64-bit",16,AWS,8,2200 MHz,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ht syscall nx mmxext fxsr_opt pdpe1gb rdtscp lm constant_tsc rep_good nopl nonstop_tsc cpuid extd_apicid aperfmperf tsc_known_freq pni pclmulqdq ssse3 fma cx16 sse4_1 sse4_2 movbe popcnt aes xsave avx f16c rdrand hypervisor lahf_lm cmp_legacy cr8_legacy abm sse4a misalignsse 3dnowprefetch topoext perfctr_core vmmcall fsgsbase bmi1 avx2 smep bmi2 rdseed adx smap clflushopt sha_ni xsaveopt xsavec xgetbv1 clzero xsaveerptr arat npt nrip_save,KVM,m5a,m5a.4xlarge,32K,64K,512K,8192K,3000 MHz,1,AMD EPYC 7571,1,0-15,,,,,,,,,,,,0-15,1,2,2,AuthenticAMD,,full
254,x86_64,4399.54,Little Endian,2546.724,,23,,,"32-bit, 64-bit",32,AWS,16,2200 MHz,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ht syscall nx mmxext fxsr_opt pdpe1gb rdtscp lm constant_tsc rep_good nopl nonstop_tsc cpuid extd_apicid amd_dcm aperfmperf tsc_known_freq pni pclmulqdq ssse3 fma cx16 sse4_1 sse4_2 movbe popcnt aes xsave avx f16c rdrand hypervisor lahf_lm cmp_legacy cr8_legacy abm sse4a misalignsse 3dnowprefetch topoext perfctr_core vmmcall fsgsbase bmi1 avx2 smep bmi2 rdseed adx smap clflushopt sha_ni xsaveopt xsavec xgetbv1 clzero xsaveerptr arat npt nrip_save,KVM,m5a,m5a.8xlarge,32K,64K,512K,8192K,3000 MHz,1,AMD EPYC 7571,2,"0-7,16-23","8-15,24-31",,,,,,,,,,,0-31,1,2,2,AuthenticAMD,,full
255,x86_64,4399.08,Little Endian,2540.640,,23,,,"32-bit, 64-bit",2,AWS,1,2200 MHz,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ht syscall nx mmxext fxsr_opt pdpe1gb rdtscp lm constant_tsc rep_good nopl nonstop_tsc cpuid extd_apicid aperfmperf tsc_known_freq pni pclmulqdq ssse3 fma cx16 sse4_1 sse4_2 movbe popcnt aes xsave avx f16c rdrand hypervisor lahf_lm cmp_legacy cr8_legacy abm sse4a misalignsse 3dnowprefetch topoext vmmcall fsgsbase bmi1 avx2 smep bmi2 rdseed adx smap clflushopt sha_ni xsaveopt xsavec xgetbv1 clzero xsaveerptr arat npt nrip_save,KVM,m5a,m5a.large,32K,64K,512K,8192K,3000 MHz,1,AMD EPYC 7571,1,"0,1",,,,,,,,,,,,"0,1",1,2,2,AuthenticAMD,,full
256,x86_64,4399.98,Little Endian,2536.210,,23,,,"32-bit, 64-bit",4,AWS,2,2200 MHz,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ht syscall nx mmxext fxsr_opt pdpe1gb rdtscp lm constant_tsc rep_good nopl nonstop_tsc cpuid extd_apicid aperfmperf tsc_known_freq pni pclmulqdq ssse3 fma cx16 sse4_1 sse4_2 movbe popcnt aes xsave avx f16c rdrand hypervisor lahf_lm cmp_legacy cr8_legacy abm sse4a misalignsse 3dnowprefetch topoext vmmcall fsgsbase bmi1 avx2 smep bmi2 rdseed adx smap clflushopt sha_ni xsaveopt xsavec xgetbv1 clzero xsaveerptr arat npt nrip_save,KVM,m5a,m5a.xlarge,32K,64K,512K,8192K,3000 MHz,1,AMD EPYC 7571,1,0-3,,,,,,,,,,,,0-3,1,2,2,AuthenticAMD,,full
257,x86_64,4398.93,Little Endian,2546.275,,23,,,"32-bit, 64-bit",48,AWS,24,2200 MHz,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ht syscall nx mmxext fxsr_opt pdpe1gb rdtscp lm constant_tsc rep_good nopl nonstop_tsc cpuid extd_apicid amd_dcm aperfmperf tsc_known_freq pni pclmulqdq ssse3 fma cx16 sse4_1 sse4_2 movbe popcnt aes xsave avx f16c rdrand hypervisor lahf_lm cmp_legacy cr8_legacy abm sse4a misalignsse 3dnowprefetch topoext perfctr_core vmmcall fsgsbase bmi1 avx2 smep bmi2 rdseed adx smap clflushopt sha_ni xsaveopt xsavec xgetbv1 clzero xsaveerptr arat npt nrip_save,KVM,m5ad,m5ad.12xlarge,32K,64K,512K,8192K,3000 MHz,1,AMD EPYC 7571,3,"0-7,24-31","8-15,32-39",,,"16-23,40-47",,,,,,,,0-47,1,2,2,AuthenticAMD,,full
258,x86_64,4400.00,Little Endian,2522.484,,23,,,"32-bit, 64-bit",64,AWS,32,2200 MHz,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ht syscall nx mmxext fxsr_opt pdpe1gb rdtscp lm constant_tsc rep_good nopl nonstop_tsc cpuid extd_apicid amd_dcm aperfmperf tsc_known_freq pni pclmulqdq ssse3 fma cx16 sse4_1 sse4_2 movbe popcnt aes xsave avx f16c rdrand hypervisor lahf_lm cmp_legacy cr8_legacy abm sse4a misalignsse 3dnowprefetch topoext perfctr_core vmmcall fsgsbase bmi1 avx2 smep bmi2 rdseed adx smap clflushopt sha_ni xsaveopt xsavec xgetbv1 clzero xsaveerptr arat npt nrip_save,KVM,m5ad,m5ad.16xlarge,32K,64K,512K,8192K,3000 MHz,1,AMD EPYC 7571,4,"0-7,32-39","8-15,40-47",,,"16-23,48-55","24-31,56-63",,,,,,,0-63,1,2,2,AuthenticAMD,,full
259,x86_64,4399.84,Little Endian,2549.641,,23,,,"32-bit, 64-bit",96,AWS,24,2200 MHz,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ht syscall nx mmxext fxsr_opt pdpe1gb rdtscp lm constant_tsc rep_good nopl nonstop_tsc cpuid extd_apicid amd_dcm aperfmperf tsc_known_freq pni pclmulqdq ssse3 fma cx16 sse4_1 sse4_2 movbe popcnt aes xsave avx f16c rdrand hypervisor lahf_lm cmp_legacy cr8_legacy abm sse4a misalignsse 3dnowprefetch topoext perfctr_core vmmcall fsgsbase bmi1 avx2 smep bmi2 rdseed adx smap clflushopt sha_ni xsaveopt xsavec xgetbv1 clzero xsaveerptr arat npt nrip_save,KVM,m5ad,m5ad.24xlarge,32K,64K,512K,8192K,3000 MHz,1,AMD EPYC 7571,6,"0-7,48-55","8-15,56-63",,,"16-23,64-71","24-31,72-79","32-39,80-87","40-47,88-95",,,,,0-95,2,2,2,AuthenticAMD,,full
260,x86_64,4399.86,Little Endian,2548.010,,23,,,"32-bit, 64-bit",8,AWS,4,2200 MHz,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ht syscall nx mmxext fxsr_opt pdpe1gb rdtscp lm constant_tsc rep_good nopl nonstop_tsc cpuid extd_apicid aperfmperf tsc_known_freq pni pclmulqdq ssse3 fma cx16 sse4_1 sse4_2 movbe popcnt aes xsave avx f16c rdrand hypervisor lahf_lm cmp_legacy cr8_legacy abm sse4a misalignsse 3dnowprefetch topoext perfctr_core vmmcall fsgsbase bmi1 avx2 smep bmi2 rdseed adx smap clflushopt sha_ni xsaveopt xsavec xgetbv1 clzero xsaveerptr arat npt nrip_save,KVM,m5ad,m5ad.2xlarge,32K,64K,512K,8192K,3000 MHz,1,AMD EPYC 7571,1,0-7,,,,,,,,,,,,0-7,1,2,2,AuthenticAMD,,full
261,x86_64,4398.80,Little Endian,2549.346,,23,,,"32-bit, 64-bit",16,AWS,8,2200 MHz,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ht syscall nx mmxext fxsr_opt pdpe1gb rdtscp lm constant_tsc rep_good nopl nonstop_tsc cpuid extd_apicid aperfmperf tsc_known_freq pni pclmulqdq ssse3 fma cx16 sse4_1 sse4_2 movbe popcnt aes xsave avx f16c rdrand hypervisor lahf_lm cmp_legacy cr8_legacy abm sse4a misalignsse 3dnowprefetch topoext perfctr_core vmmcall fsgsbase bmi1 avx2 smep bmi2 rdseed adx smap clflushopt sha_ni xsaveopt xsavec xgetbv1 clzero xsaveerptr arat npt nrip_save,KVM,m5ad,m5ad.4xlarge,32K,64K,512K,8192K,3000 MHz,1,AMD EPYC 7571,1,0-15,,,,,,,,,,,,0-15,1,2,2,AuthenticAMD,,full
262,x86_64,4399.36,Little Endian,2545.114,,23,,,"32-bit, 64-bit",32,AWS,16,2200 MHz,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ht syscall nx mmxext fxsr_opt pdpe1gb rdtscp lm constant_tsc rep_good nopl nonstop_tsc cpuid extd_apicid amd_dcm aperfmperf tsc_known_freq pni pclmulqdq ssse3 fma cx16 sse4_1 sse4_2 movbe popcnt aes xsave avx f16c rdrand hypervisor lahf_lm cmp_legacy cr8_legacy abm sse4a misalignsse 3dnowprefetch topoext perfctr_core vmmcall fsgsbase bmi1 avx2 smep bmi2 rdseed adx smap clflushopt sha_ni xsaveopt xsavec xgetbv1 clzero xsaveerptr arat npt nrip_save,KVM,m5ad,m5ad.8xlarge,32K,64K,512K,8192K,3000 MHz,1,AMD EPYC 7571,2,"0-7,16-23","8-15,24-31",,,,,,,,,,,0-31,1,2,2,AuthenticAMD,,full
263,x86_64,4399.40,Little Endian,2541.569,,23,,,"32-bit, 64-bit",2,AWS,1,2200 MHz,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ht syscall nx mmxext fxsr_opt pdpe1gb rdtscp lm constant_tsc rep_good nopl nonstop_tsc cpuid extd_apicid aperfmperf tsc_known_freq pni pclmulqdq ssse3 fma cx16 sse4_1 sse4_2 movbe popcnt aes xsave avx f16c rdrand hypervisor lahf_lm cmp_legacy cr8_legacy abm sse4a misalignsse 3dnowprefetch topoext vmmcall fsgsbase bmi1 avx2 smep bmi2 rdseed adx smap clflushopt sha_ni xsaveopt xsavec xgetbv1 clzero xsaveerptr arat npt nrip_save,KVM,m5ad,m5ad.large,32K,64K,512K,8192K,3000 MHz,1,AMD EPYC 7571,1,"0,1",,,,,,,,,,,,"0,1",1,2,2,AuthenticAMD,,full
