,CloudProvider,Architecture,InstanceCategory,InstanceType,GCPCategory,AzureCategory,Coremark Score,Normalized Coremark,CPU(s),BogoMIPS,Byte Order,CPU MHz,CPU Platform,CPU family,CPU max MHz,CPU min MHz,Core(s) per socket,Current Speed,Flags,Hypervisor vendor,L1d cache,L1i cache,L2 cache,L3 cache,Max Speed,Model,Model name,NUMA node(s),NUMA node0 CPU(s),NUMA node1 CPU(s),NUMA node10 CPU(s),NUMA node11 CPU(s),NUMA node2 CPU(s),NUMA node3 CPU(s),NUMA node4 CPU(s),NUMA node5 CPU(s),NUMA node6 CPU(s),NUMA node7 CPU(s),NUMA node8 CPU(s),NUMA node9 CPU(s),On-line CPU(s) list,Socket(s),Stepping,Thread(s) per core,Vendor ID,Virtualization,Virtualization type,Memory(GiB),StdDev,StdDev%,#Runs,CPU Platform simple,CPU Platform Specific,Standard Deviation (%),Sample Count,CPU op-mode(s)_bit#1,CPU op-mode(s)_bit#2,AzureType,AzureVersion
,AWS,aarch64,c6gn,c6gn.2xlarge,0,_,157232.7044,3.986111111,8,243.75,Little Endian,2500,0,0,0,0,8,2500,fp asimd evtstrm aes pmull sha1 sha2 crc32 atomics fphp asimdhp cpuid asimdrdm lrcpc dcpop asimddp ssbs,0,64,64,1024,32768,2500,1,Neoverse-N1,1,0-7,0,0,0,0,0,0,0,0,0,0,0,0-7,1,r3p1,1,ARM,0,0,0,0,0,0,0,0,0,0,32,64,,
,AWS,x86_64,m5,m5.2xlarge,0,_,120318.8449,3.986965458,8,4999.98,Little Endian,3100.436,0,6,0,0,4,2500,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ss ht syscall nx pdpe1gb rdtscp lm constant_tsc rep_good nopl xtopology nonstop_tsc cpuid aperfmperf tsc_known_freq pni pclmulqdq ssse3 fma cx16 pcid sse4_1 sse4_2 x2apic movbe popcnt tsc_deadline_timer aes xsave avx f16c rdrand hypervisor lahf_lm abm 3dnowprefetch invpcid_single pti fsgsbase tsc_adjust bmi1 avx2 smep bmi2 erms invpcid mpx avx512f avx512dq rdseed adx smap clflushopt clwb avx512cd avx512bw avx512vl xsaveopt xsavec xgetbv1 xsaves ida arat pku ospke,KVM,32,32,1024,36608,3500,85,Intel(R) Xeon(R) Platinum 8259CL CPU @ 2.50GHz,1,0-7,0,0,0,0,0,0,0,0,0,0,0,0-7,1,7,2,GenuineIntel,0,full,0,0,0,0,0,0,0,0,32,64,,
,AWS,aarch64,m6gd,m6gd.2xlarge,0,_,156831.9937,3.9882376,8,243.75,Little Endian,2500,0,0,0,0,8,2500,fp asimd evtstrm aes pmull sha1 sha2 crc32 atomics fphp asimdhp cpuid asimdrdm lrcpc dcpop asimddp ssbs,0,64,64,1024,32768,2500,1,Neoverse-N1,1,0-7,0,0,0,0,0,0,0,0,0,0,0,0-7,1,r3p1,1,ARM,0,0,0,0,0,0,0,0,0,0,32,64,,
,AWS,x86_64,c5n,c5n.2xlarge,0,_,131850.0206,3.988298311,8,5999.99,Little Endian,3398.664,0,6,0,0,4,3000,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ss ht syscall nx pdpe1gb rdtscp lm constant_tsc rep_good nopl xtopology nonstop_tsc cpuid aperfmperf tsc_known_freq pni pclmulqdq ssse3 fma cx16 pcid sse4_1 sse4_2 x2apic movbe popcnt tsc_deadline_timer aes xsave avx f16c rdrand hypervisor lahf_lm abm 3dnowprefetch invpcid_single pti fsgsbase tsc_adjust bmi1 hle avx2 smep bmi2 erms invpcid rtm mpx avx512f avx512dq rdseed adx smap clflushopt clwb avx512cd avx512bw avx512vl xsaveopt xsavec xgetbv1 xsaves ida arat pku ospke,KVM,32,32,1024,25344,3500,85,Intel(R) Xeon(R) Platinum 8124M CPU @ 3.00GHz,1,0-7,0,0,0,0,0,0,0,0,0,0,0,0-7,1,4,2,GenuineIntel,0,full,0,0,0,0,0,0,0,0,32,64,,
,AWS,aarch64,r6gd,r6gd.2xlarge,0,_,156617.0713,3.989558862,8,243.75,Little Endian,2500,0,0,0,0,8,2500,fp asimd evtstrm aes pmull sha1 sha2 crc32 atomics fphp asimdhp cpuid asimdrdm lrcpc dcpop asimddp ssbs,0,64,64,1024,32768,2500,1,Neoverse-N1,1,0-7,0,0,0,0,0,0,0,0,0,0,0,0-7,1,r3p1,1,ARM,0,0,0,0,0,0,0,0,0,0,32,64,,
,AWS,aarch64,im4gn,im4gn.2xlarge,0,_,156893.5085,3.991109368,8,243.75,Little Endian,2500,0,0,0,0,8,2500,fp asimd evtstrm aes pmull sha1 sha2 crc32 atomics fphp asimdhp cpuid asimdrdm lrcpc dcpop asimddp ssbs,0,64,64,1024,32768,2500,1,Neoverse-N1,1,0-7,0,0,0,0,0,0,0,0,0,0,0,0-7,1,r3p1,1,ARM,0,0,0,0,0,0,0,0,0,0,32,64,,
,AWS,x86_64,m5n,m5n.2xlarge,0,_,120367.1197,3.994984703,8,4999.99,Little Endian,3100.164,0,6,0,0,4,2500,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ss ht syscall nx pdpe1gb rdtscp lm constant_tsc rep_good nopl xtopology nonstop_tsc cpuid aperfmperf tsc_known_freq pni pclmulqdq ssse3 fma cx16 pcid sse4_1 sse4_2 x2apic movbe popcnt tsc_deadline_timer aes xsave avx f16c rdrand hypervisor lahf_lm abm 3dnowprefetch invpcid_single pti fsgsbase tsc_adjust bmi1 avx2 smep bmi2 erms invpcid mpx avx512f avx512dq rdseed adx smap clflushopt clwb avx512cd avx512bw avx512vl xsaveopt xsavec xgetbv1 xsaves ida arat pku ospke avx512_vnni,KVM,32,32,1024,36608,3500,85,Intel(R) Xeon(R) Platinum 8259CL CPU @ 2.50GHz,1,0-7,0,0,0,0,0,0,0,0,0,0,0,0-7,1,7,2,GenuineIntel,0,full,0,0,0,0,0,0,0,0,32,64,,
,AWS,aarch64,r6g,r6g.2xlarge,0,_,157191.5117,3.996594184,8,243.75,Little Endian,2500,0,0,0,0,8,2500,fp asimd evtstrm aes pmull sha1 sha2 crc32 atomics fphp asimdhp cpuid asimdrdm lrcpc dcpop asimddp ssbs,0,64,64,1024,32768,2500,1,Neoverse-N1,1,0-7,0,0,0,0,0,0,0,0,0,0,0,0-7,1,r3p1,1,ARM,0,0,0,0,0,0,0,0,0,0,32,64,,
,AWS,aarch64,c6gd,c6gd.2xlarge,0,_,157160.6313,3.996594853,8,243.75,Little Endian,2500,0,0,0,0,8,2500,fp asimd evtstrm aes pmull sha1 sha2 crc32 atomics fphp asimdhp cpuid asimdrdm lrcpc dcpop asimddp ssbs,0,64,64,1024,32768,2500,1,Neoverse-N1,1,0-7,0,0,0,0,0,0,0,0,0,0,0,0-7,1,r3p1,1,ARM,0,0,0,0,0,0,0,0,0,0,32,64,,
,AWS,x86_64,r5n,r5n.2xlarge,0,_,120373.1568,3.998395025,8,5000,Little Endian,3098.709,0,6,0,0,4,2500,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ss ht syscall nx pdpe1gb rdtscp lm constant_tsc rep_good nopl xtopology nonstop_tsc cpuid aperfmperf tsc_known_freq pni pclmulqdq ssse3 fma cx16 pcid sse4_1 sse4_2 x2apic movbe popcnt tsc_deadline_timer aes xsave avx f16c rdrand hypervisor lahf_lm abm 3dnowprefetch invpcid_single pti fsgsbase tsc_adjust bmi1 avx2 smep bmi2 erms invpcid mpx avx512f avx512dq rdseed adx smap clflushopt clwb avx512cd avx512bw avx512vl xsaveopt xsavec xgetbv1 xsaves ida arat pku ospke avx512_vnni,KVM,32,32,1024,36608,3500,85,Intel(R) Xeon(R) Platinum 8259CL CPU @ 2.50GHz,1,0-7,0,0,0,0,0,0,0,0,0,0,0,0-7,1,7,2,GenuineIntel,0,full,0,0,0,0,0,0,0,0,32,64,,
,AWS,x86_64,c6a,c6a.2xlarge,0,_,166423.9651,4.011649678,8,5299.98,Little Endian,3004.332,0,25,0,0,4,2650,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ht syscall nx mmxext fxsr_opt pdpe1gb rdtscp lm constant_tsc rep_good nopl nonstop_tsc cpuid extd_apicid aperfmperf tsc_known_freq pni pclmulqdq ssse3 fma cx16 pcid sse4_1 sse4_2 x2apic movbe popcnt aes xsave avx f16c rdrand hypervisor lahf_lm cmp_legacy cr8_legacy abm sse4a misalignsse 3dnowprefetch topoext invpcid_single ssbd ibrs ibpb stibp vmmcall fsgsbase bmi1 avx2 smep bmi2 erms invpcid rdseed adx smap clflushopt clwb sha_ni xsaveopt xsavec xgetbv1 clzero xsaveerptr rdpru wbnoinvd arat npt nrip_save vaes vpclmulqdq rdpid,KVM,32,32,512,16384,3725,1,AMD EPYC 7R13 Processor,1,0-7,0,0,0,0,0,0,0,0,0,0,0,0-7,1,1,2,AuthenticAMD,0,full,0,0,0,0,0,0,0,0,32,64,,
,GCP,x86_64,n2,n2-standard-8,n2standard,_,135272,4.016866611,8,5600.37,Little Endian,2800.188,0,6,0,0,4,0,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ss ht syscall nx pdpe1gb rdtscp lm constant_tsc rep_good nopl xtopology nonstop_tsc cpuid tsc_known_freq pni pclmulqdq ssse3 fma cx16 pcid sse4_1 sse4_2 x2apic movbe popcnt aes xsave avx f16c rdrand hypervisor lahf_lm abm 3dnowprefetch invpcid_single ssbd ibrs ibpb stibp ibrs_enhanced fsgsbase tsc_adjust bmi1 hle avx2 smep bmi2 erms invpcid rtm avx512f avx512dq rdseed adx smap clflushopt clwb avx512cd avx512bw avx512vl xsaveopt xsavec xgetbv1 xsaves arat avx512_vnni md_clear arch_capabilities,KVM,32,32,1024,33792,0,85,Intel(R) Xeon(R) CPU @ 2.80GHz,1,0-7,0,0,0,0,0,0,0,0,0,0,0,0-7,1,7,2,GenuineIntel,0,full,0,0,0,0,Cascade Lake,Intel Cascade Lake,0.75,989,32,64,,
,GCP,x86_64,n2,n2-highcpu-8,n2highcpu,_,135527,4.019306622,8,5600.51,Little Endian,2800.258,0,6,0,0,4,0,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ss ht syscall nx pdpe1gb rdtscp lm constant_tsc rep_good nopl xtopology nonstop_tsc cpuid tsc_known_freq pni pclmulqdq ssse3 fma cx16 pcid sse4_1 sse4_2 x2apic movbe popcnt aes xsave avx f16c rdrand hypervisor lahf_lm abm 3dnowprefetch invpcid_single ssbd ibrs ibpb stibp ibrs_enhanced fsgsbase tsc_adjust bmi1 hle avx2 smep bmi2 erms invpcid rtm avx512f avx512dq rdseed adx smap clflushopt clwb avx512cd avx512bw avx512vl xsaveopt xsavec xgetbv1 xsaves arat avx512_vnni md_clear arch_capabilities,KVM,32,32,1024,33792,0,85,Intel(R) Xeon(R) CPU @ 2.80GHz,1,0-7,0,0,0,0,0,0,0,0,0,0,0,0-7,1,7,2,GenuineIntel,0,full,0,0,0,0,Cascade Lake,Intel Cascade Lake,0.64,1422,32,64,,
,AWS,x86_64,t2,t2.2xlarge,0,_,154430.2168,4.022392381,8,4800,Little Endian,2400.118,0,6,0,0,8,2400,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ht syscall nx pdpe1gb rdtscp lm constant_tsc rep_good nopl xtopology cpuid tsc_known_freq pni pclmulqdq ssse3 fma cx16 pcid sse4_1 sse4_2 x2apic movbe popcnt tsc_deadline_timer aes xsave avx f16c rdrand hypervisor lahf_lm abm cpuid_fault invpcid_single pti fsgsbase bmi1 avx2 smep bmi2 erms invpcid xsaveopt,Xen,32,32,256,30720,2400,63,Intel(R) Xeon(R) CPU E5-2676 v3 @ 2.40GHz,1,0-7,0,0,0,0,0,0,0,0,0,0,0,0-7,1,2,1,GenuineIntel,0,full,0,0,0,0,0,0,0,0,32,64,,
,GCP,x86_64,n2,n2-highmem-8,n2highmem,_,135364,4.022823858,8,5600.37,Little Endian,2800.188,0,6,0,0,4,0,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ss ht syscall nx pdpe1gb rdtscp lm constant_tsc rep_good nopl xtopology nonstop_tsc cpuid tsc_known_freq pni pclmulqdq ssse3 fma cx16 pcid sse4_1 sse4_2 x2apic movbe popcnt aes xsave avx f16c rdrand hypervisor lahf_lm abm 3dnowprefetch invpcid_single ssbd ibrs ibpb stibp ibrs_enhanced fsgsbase tsc_adjust bmi1 hle avx2 smep bmi2 erms invpcid rtm avx512f avx512dq rdseed adx smap clflushopt clwb avx512cd avx512bw avx512vl xsaveopt xsavec xgetbv1 xsaves arat avx512_vnni md_clear arch_capabilities,KVM,32,32,1024,33792,0,85,Intel(R) Xeon(R) CPU @ 2.80GHz,1,0-7,0,0,0,0,0,0,0,0,0,0,0,0-7,1,7,2,GenuineIntel,0,full,0,0,0,0,Cascade Lake,Intel Cascade Lake,0.46,1422,32,64,,
,AZURE,x86_64,Standard,Standard_D8s_v5,0,StandardDs_v5,129302,4.028978282,8,5586.87,Little Endian,1648.192,0,6,2800,800,4,0,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ss ht syscall nx pdpe1gb rdtscp lm constant_tsc rep_good nopl xtopology tsc_reliable nonstop_tsc cpuid aperfmperf pni pclmulqdq vmx ssse3 fma cx16 pcid sse4_1 sse4_2 movbe popcnt tsc_deadline_timer aes xsave avx f16c rdrand hypervisor lahf_lm abm 3dnowprefetch invpcid_single tpr_shadow vnmi ept vpid ept_ad fsgsbase tsc_adjust bmi1 hle avx2 smep bmi2 erms invpcid rtm avx512f avx512dq rdseed adx smap avx512ifma clflushopt clwb avx512cd sha_ni avx512bw avx512vl xsaveopt xsavec xgetbv1 xsaves avx512vbmi umip avx512_vbmi2 gfni vaes vpclmulqdq avx512_vnni avx512_bitalg avx512_vpopcntdq rdpid arch_capabilities,Microsoft,48,32,1280,49152,0,106,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,1,0-7,0,0,0,0,0,0,0,0,0,0,0,0-7,1,6,2,GenuineIntel,VT-x,full,31.4,"9,365",7.24%,49,0,0,0,0,32,64,StandardDs,v5
,AWS,x86_64,r5,r5.2xlarge,0,_,122000.8133,4.054697031,8,4999.98,Little Endian,3101.315,0,6,0,0,4,2500,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ss ht syscall nx pdpe1gb rdtscp lm constant_tsc rep_good nopl xtopology nonstop_tsc cpuid aperfmperf tsc_known_freq pni pclmulqdq ssse3 fma cx16 pcid sse4_1 sse4_2 x2apic movbe popcnt tsc_deadline_timer aes xsave avx f16c rdrand hypervisor lahf_lm abm 3dnowprefetch invpcid_single pti fsgsbase tsc_adjust bmi1 avx2 smep bmi2 erms invpcid mpx avx512f avx512dq rdseed adx smap clflushopt clwb avx512cd avx512bw avx512vl xsaveopt xsavec xgetbv1 xsaves ida arat pku ospke,KVM,32,32,1024,36608,3500,85,Intel(R) Xeon(R) Platinum 8259CL CPU @ 2.50GHz,1,0-7,0,0,0,0,0,0,0,0,0,0,0,0-7,1,7,2,GenuineIntel,0,full,0,0,0,0,0,0,0,0,32,64,,
,AZURE,x86_64,Standard,Standard_E8_v5,0,StandardE_v5,126346,4.056442033,8,5586.87,Little Endian,1330.316,0,6,2800,800,4,0,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ss ht syscall nx pdpe1gb rdtscp lm constant_tsc rep_good nopl xtopology tsc_reliable nonstop_tsc cpuid aperfmperf pni pclmulqdq vmx ssse3 fma cx16 pcid sse4_1 sse4_2 movbe popcnt tsc_deadline_timer aes xsave avx f16c rdrand hypervisor lahf_lm abm 3dnowprefetch invpcid_single tpr_shadow vnmi ept vpid ept_ad fsgsbase tsc_adjust bmi1 hle avx2 smep bmi2 erms invpcid rtm avx512f avx512dq rdseed adx smap avx512ifma clflushopt clwb avx512cd sha_ni avx512bw avx512vl xsaveopt xsavec xgetbv1 xsaves avx512vbmi umip avx512_vbmi2 gfni vaes vpclmulqdq avx512_vnni avx512_bitalg avx512_vpopcntdq rdpid arch_capabilities,Microsoft,48,32,1280,49152,0,106,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,1,0-7,0,0,0,0,0,0,0,0,0,0,0,0-7,1,6,2,GenuineIntel,VT-x,full,62.8,"9,905",7.84%,49,0,0,0,0,32,64,StandardE,v5
,AWS,x86_64,t3,t3.2xlarge,0,_,122367.8173,4.074644368,8,4999.98,Little Endian,2499.994,0,6,0,0,4,2500,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ss ht syscall nx pdpe1gb rdtscp lm constant_tsc rep_good nopl xtopology nonstop_tsc cpuid tsc_known_freq pni pclmulqdq ssse3 fma cx16 pcid sse4_1 sse4_2 x2apic movbe popcnt tsc_deadline_timer aes xsave avx f16c rdrand hypervisor lahf_lm abm 3dnowprefetch invpcid_single pti fsgsbase tsc_adjust bmi1 hle avx2 smep bmi2 erms invpcid rtm mpx avx512f avx512dq rdseed adx smap clflushopt clwb avx512cd avx512bw avx512vl xsaveopt xsavec xgetbv1 xsaves ida arat pku ospke,KVM,32,32,1024,33792,3500,85,Intel(R) Xeon(R) Platinum 8175M CPU @ 2.50GHz,1,0-7,0,0,0,0,0,0,0,0,0,0,0,0-7,1,4,2,GenuineIntel,0,full,0,0,0,0,0,0,0,0,32,64,,
,AZURE,x86_64,Standard,Standard_D8_v5,0,StandardD_v5,121070,4.090617292,8,5586.87,Little Endian,2775.369,0,6,2800,800,4,0,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ss ht syscall nx pdpe1gb rdtscp lm constant_tsc rep_good nopl xtopology tsc_reliable nonstop_tsc cpuid aperfmperf pni pclmulqdq vmx ssse3 fma cx16 pcid sse4_1 sse4_2 movbe popcnt tsc_deadline_timer aes xsave avx f16c rdrand hypervisor lahf_lm abm 3dnowprefetch invpcid_single tpr_shadow vnmi ept vpid ept_ad fsgsbase tsc_adjust bmi1 hle avx2 smep bmi2 erms invpcid rtm avx512f avx512dq rdseed adx smap avx512ifma clflushopt clwb avx512cd sha_ni avx512bw avx512vl xsaveopt xsavec xgetbv1 xsaves avx512vbmi umip avx512_vbmi2 gfni vaes vpclmulqdq avx512_vnni avx512_bitalg avx512_vpopcntdq rdpid arch_capabilities,Microsoft,48,32,1280,49152,0,106,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,1,0-7,0,0,0,0,0,0,0,0,0,0,0,0-7,1,6,2,GenuineIntel,VT-x,full,31.4,"8,218",6.79%,245,0,0,0,0,32,64,StandardD,v5
,AWS,x86_64,m6a,m6a.2xlarge,0,_,166441.2774,4.322688027,8,5299.98,Little Endian,2637.687,0,25,0,0,4,2650,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ht syscall nx mmxext fxsr_opt pdpe1gb rdtscp lm constant_tsc rep_good nopl nonstop_tsc cpuid extd_apicid aperfmperf tsc_known_freq pni pclmulqdq ssse3 fma cx16 pcid sse4_1 sse4_2 x2apic movbe popcnt aes xsave avx f16c rdrand hypervisor lahf_lm cmp_legacy cr8_legacy abm sse4a misalignsse 3dnowprefetch topoext invpcid_single ssbd ibrs ibpb stibp vmmcall fsgsbase bmi1 avx2 smep bmi2 erms invpcid rdseed adx smap clflushopt clwb sha_ni xsaveopt xsavec xgetbv1 clzero xsaveerptr rdpru wbnoinvd arat npt nrip_save vaes vpclmulqdq rdpid,KVM,32,32,512,16384,3725,1,AMD EPYC 7R13 Processor,1,0-7,0,0,0,0,0,0,0,0,0,0,0,0-7,1,1,2,AuthenticAMD,0,full,0,0,0,0,0,0,0,0,32,64,,
,AWS,aarch64,x2gd,x2gd.2xlarge,0,_,156678.4175,4.358010184,8,243.75,Little Endian,2500,0,0,0,0,8,2500,fp asimd evtstrm aes pmull sha1 sha2 crc32 atomics fphp asimdhp cpuid asimdrdm lrcpc dcpop asimddp ssbs,0,64,64,1024,32768,2500,1,Neoverse-N1,1,0-7,0,0,0,0,0,0,0,0,0,0,0,0-7,1,r3p1,1,ARM,0,0,0,0,0,0,0,0,0,0,32,64,,
,AWS,aarch64,c6g,c6g.2xlarge,0,_,156719.3418,5.733054721,8,243.75,Little Endian,2500,0,0,0,0,8,2500,fp asimd evtstrm aes pmull sha1 sha2 crc32 atomics fphp asimdhp cpuid asimdrdm lrcpc dcpop asimddp ssbs,0,64,64,1024,32768,2500,1,Neoverse-N1,1,0-7,0,0,0,0,0,0,0,0,0,0,0,0-7,1,r3p1,1,ARM,0,0,0,0,0,0,0,0,0,0,32,64,,
,AZURE,x86_64,Standard,Standard_E16s_v3,0,StandardEs_v3,195755,6.24597173,16,4589.37,Little Endian,2294.685,0,6,0,0,8,0,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ss ht syscall nx pdpe1gb rdtscp lm constant_tsc rep_good nopl xtopology cpuid pni pclmulqdq vmx ssse3 fma cx16 pcid sse4_1 sse4_2 movbe popcnt aes xsave avx f16c rdrand hypervisor lahf_lm abm 3dnowprefetch invpcid_single pti tpr_shadow vnmi ept vpid fsgsbase bmi1 hle avx2 smep bmi2 erms invpcid rtm rdseed adx smap xsaveopt md_clear,Microsoft,32,32,256,51200,0,79,Intel(R) Xeon(R) CPU E5-2673 v4 @ 2.30GHz,1,0-15,0,0,0,0,0,0,0,0,0,0,0,0-15,1,1,2,GenuineIntel,VT-x,full,128,"5,337",2.73%,126,0,0,0,0,32,64,StandardEs,v3
,AWS,x86_64,r6a,r6a.4xlarge,0,_,298243.1614,7.133603616,16,5299.98,Little Endian,2951.808,0,25,0,0,8,2650,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ht syscall nx mmxext fxsr_opt pdpe1gb rdtscp lm constant_tsc rep_good nopl nonstop_tsc cpuid extd_apicid aperfmperf tsc_known_freq pni pclmulqdq ssse3 fma cx16 pcid sse4_1 sse4_2 x2apic movbe popcnt aes xsave avx f16c rdrand hypervisor lahf_lm cmp_legacy cr8_legacy abm sse4a misalignsse 3dnowprefetch topoext invpcid_single ssbd ibrs ibpb stibp vmmcall fsgsbase bmi1 avx2 smep bmi2 erms invpcid rdseed adx smap clflushopt clwb sha_ni xsaveopt xsavec xgetbv1 clzero xsaveerptr rdpru wbnoinvd arat npt nrip_save vaes vpclmulqdq rdpid,KVM,32,32,512,32768,3725,1,AMD EPYC 7R13 Processor,1,0-15,0,0,0,0,0,0,0,0,0,0,0,0-15,1,1,2,AuthenticAMD,0,full,0,0,0,0,0,0,0,0,32,64,,
,AWS,aarch64,r6gd,r6gd.4xlarge,0,_,291669.1985,7.429786717,16,243.75,Little Endian,2500,0,0,0,0,16,2500,fp asimd evtstrm aes pmull sha1 sha2 crc32 atomics fphp asimdhp cpuid asimdrdm lrcpc dcpop asimddp ssbs,0,64,64,1024,32768,2500,1,Neoverse-N1,1,0-15,0,0,0,0,0,0,0,0,0,0,0,0-15,1,r3p1,1,ARM,0,0,0,0,0,0,0,0,0,0,32,64,,
,AWS,aarch64,c7g,c7g.4xlarge,0,_,380205.5486,7.435870017,16,2100,Little Endian,2600,0,0,0,0,16,2600,fp asimd evtstrm aes pmull sha1 sha2 crc32 atomics fphp asimdhp cpuid asimdrdm jscvt fcma lrcpc dcpop sha3 sm3 sm4 asimddp sha512 sve asimdfhm dit uscat ilrcpc flagm ssbs paca pacg dcpodp svei8mm svebf16 i8mm bf16 dgh rng,0,64,64,1024,32768,2600,1,0,1,0-15,0,0,0,0,0,0,0,0,0,0,0,0-15,1,r1p1,1,ARM,0,0,0,0,0,0,0,0,0,0,32,64,,
,AWS,x86_64,i3,i3.4xlarge,0,_,198027.9715,7.544535666,16,4600,Little Endian,1661.426,0,6,3000,1200,8,2300,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ht syscall nx pdpe1gb rdtscp lm constant_tsc rep_good nopl xtopology nonstop_tsc cpuid aperfmperf tsc_known_freq pni pclmulqdq ssse3 fma cx16 pcid sse4_1 sse4_2 x2apic movbe popcnt tsc_deadline_timer aes xsave avx f16c rdrand hypervisor lahf_lm abm 3dnowprefetch cpuid_fault invpcid_single pti fsgsbase bmi1 hle avx2 smep bmi2 erms invpcid rtm rdseed adx xsaveopt,Xen,32,32,256,46080,2300,79,Intel(R) Xeon(R) CPU E5-2686 v4 @ 2.30GHz,1,0-15,0,0,0,0,0,0,0,0,0,0,0,0-15,1,1,2,GenuineIntel,0,full,0,0,0,0,0,0,0,0,32,64,,
,AZURE,x86_64,Standard,Standard_E16d_v4,0,StandardEd_v4,271196,7.55399571,16,5187.8,Little Endian,2593.904,0,6,0,0,8,0,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ss ht syscall nx pdpe1gb rdtscp lm constant_tsc rep_good nopl xtopology cpuid pni pclmulqdq vmx ssse3 fma cx16 pcid sse4_1 sse4_2 movbe popcnt aes xsave avx f16c rdrand hypervisor lahf_lm abm 3dnowprefetch invpcid_single tpr_shadow vnmi ept vpid ept_ad fsgsbase bmi1 hle avx2 smep bmi2 erms invpcid rtm avx512f avx512dq rdseed adx smap clflushopt clwb avx512cd avx512bw avx512vl xsaveopt xsavec xgetbv1 xsaves avx512_vnni arch_capabilities,Microsoft,32,32,1024,36608,0,85,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,1,0-15,0,0,0,0,0,0,0,0,0,0,0,0-15,1,7,2,GenuineIntel,VT-x,full,128,"1,448",0.53%,182,0,0,0,0,32,64,StandardEd,v4
,AWS,x86_64,m5a,m5a.4xlarge,0,_,201485.9589,7.554716031,16,4399.93,Little Endian,2549.529,0,23,0,0,8,2200,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ht syscall nx mmxext fxsr_opt pdpe1gb rdtscp lm constant_tsc rep_good nopl nonstop_tsc cpuid extd_apicid aperfmperf tsc_known_freq pni pclmulqdq ssse3 fma cx16 sse4_1 sse4_2 movbe popcnt aes xsave avx f16c rdrand hypervisor lahf_lm cmp_legacy cr8_legacy abm sse4a misalignsse 3dnowprefetch topoext perfctr_core vmmcall fsgsbase bmi1 avx2 smep bmi2 rdseed adx smap clflushopt sha_ni xsaveopt xsavec xgetbv1 clzero xsaveerptr arat npt nrip_save,KVM,32,64,512,8192,3000,1,AMD EPYC 7571,1,0-15,0,0,0,0,0,0,0,0,0,0,0,0-15,1,2,2,AuthenticAMD,0,full,0,0,0,0,0,0,0,0,32,64,,
